what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1346258156359
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1346258156359
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1346258156359
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1346258156359
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1346258156359
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1346258156359
os,sysinfo,,,"win32",1346258156359
arch,sysinfo,,,"x86",1346258156359
ws,sysinfo,,,"win32",1346258156359
locale,sysinfo,,,"de_DE",1346258156359
processors,sysinfo,,,"2",1346258156359
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1346258156359
java.runtime.version,sysinfo,,,"1.7.0_06-b24",1346258156359
java.specification.name,sysinfo,,,"Java Platform API Specification",1346258156359
java.specification.vendor,sysinfo,,,"Oracle Corporation",1346258156359
java.specification.version,sysinfo,,,"1.7",1346258156359
java.vendor,sysinfo,,,"Oracle Corporation",1346258156359
java.version,sysinfo,,,"1.7.0_06",1346258156359
java.vm.info,sysinfo,,,"mixed mode, sharing",1346258156359
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1346258156359
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1346258156359
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1346258156359
java.vm.specification.version,sysinfo,,,"1.7",1346258156359
java.vm.vendor,sysinfo,,,"Oracle Corporation",1346258156359
java.vm.version,sysinfo,,,"23.2-b09",1346258156359
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1346258156515
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1346258157498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1346258158606
